1;arms_factory;2465.00;9.80;1037.00;2.47;0
1;arms_factory;2487.00;9.80;1023.00;5.13;0
1;arms_factory;2460.00;9.80;1036.00;1.52;0
1;arms_factory;2483.00;9.70;1024.00;4.54;0
1;arms_factory;2466.00;9.88;1034.00;5.74;0
1;arms_factory;2462.00;9.80;1039.00;3.58;0
1;industrial_complex;2481.00;9.70;1026.00;5.14;0
1;industrial_complex;2469.00;9.80;1037.00;1.52;0
1;industrial_complex;2466.00;9.70;1026.00;4.19;0
1;industrial_complex;2460.00;9.80;1038.00;2.03;0
1;industrial_complex;2487.00;9.80;1024.00;5.05;0
1;industrial_complex;2474.00;9.75;1027.00;6.25;0
1;air_base;2471.00;9.75;1025.00;4.09;0
1;supply_node;2476.00;9.70;1028.00;1.86;0
1;supply_node;2462.00;9.85;1035.00;3.34;0
1;naval_base;2482.00;9.73;1032.00;-0.38;12132
1;naval_base;2470.00;9.78;1038.00;-3.14;12132
1;bunker;2473.00;9.70;1026.00;3.74;0
1;bunker;2463.00;9.80;1038.00;0.48;0
1;coastal_bunker;2472.00;9.73;1038.00;-0.38;0
1;coastal_bunker;2457.00;9.50;1032.00;-3.14;0
1;dockyard;2483.00;9.75;1032.00;-0.38;0
1;anti_air_building;2465.00;9.70;1027.00;5.21;0
1;anti_air_building;2464.00;9.80;1029.00;1.59;0
1;anti_air_building;2469.00;9.78;1027.00;4.25;0
1;synthetic_refinery;2473.00;9.80;1028.00;0.99;0
1;fuel_silo;2478.00;9.70;1030.00;3.66;0
1;radar_station;2474.00;9.78;1029.00;0.94;0
1;rocket_site;2483.00;9.80;1029.00;2.70;0
1;nuclear_reactor;2488.00;9.80;1027.00;5.72;0
1;floating_harbor;2462.00;9.50;1043.00;0.00;10257
13;arms_factory;2476.00;9.88;996.00;5.15;0
13;arms_factory;2451.00;9.78;986.00;2.98;0
13;arms_factory;2488.00;9.90;1004.00;4.54;0
13;arms_factory;2470.00;9.90;989.00;0.92;0
13;arms_factory;2488.00;9.80;1006.00;3.59;0
13;arms_factory;2461.00;9.80;998.00;1.43;0
13;industrial_complex;2493.00;9.90;1008.00;1.53;0
13;industrial_complex;2492.00;9.82;998.00;5.65;0
13;industrial_complex;2454.00;9.80;991.00;2.04;0
13;industrial_complex;2484.00;9.90;1001.00;4.70;0
13;industrial_complex;2454.00;9.80;993.00;6.26;0
13;industrial_complex;2484.00;9.70;1010.00;4.10;0
13;air_base;2466.00;9.80;998.00;0.48;0
13;supply_node;2487.00;9.88;1004.00;3.67;0
13;supply_node;2462.00;9.82;993.00;0.32;0
13;naval_base;2478.00;9.50;1008.00;-2.21;12132
13;naval_base;2452.00;9.78;996.00;-1.41;11966
13;bunker;2477.00;9.82;999.00;0.49;0
13;bunker;2487.00;9.80;994.00;4.61;0
13;coastal_bunker;2474.00;9.70;1003.00;-3.28;0
13;coastal_bunker;2482.00;9.50;1016.00;-2.21;0
13;dockyard;2450.00;9.75;994.00;-1.41;0
13;anti_air_building;2462.00;9.80;994.00;1.60;0
13;anti_air_building;2494.00;9.85;1007.00;5.72;0
13;anti_air_building;2460.00;9.80;996.00;2.10;0
13;synthetic_refinery;2483.00;9.70;1010.00;3.66;0
13;fuel_silo;2485.00;9.90;1000.00;0.04;0
13;radar_station;2476.00;9.75;1003.00;3.86;0
13;rocket_site;2489.00;9.82;1002.00;5.38;0
13;nuclear_reactor;2465.00;9.80;997.00;2.11;0
13;floating_harbor;2473.40;9.50;1014.20;0.93;1208
13;floating_harbor;2463.99;9.50;1006.93;-0.14;7895
10;arms_factory;2514.00;9.90;1013.00;2.55;0
10;arms_factory;2519.00;10.00;1015.00;2.65;0
10;arms_factory;2515.00;9.85;1023.00;0.49;0
10;arms_factory;2515.00;9.95;1015.00;4.61;0
10;arms_factory;2525.00;9.90;1018.00;5.82;0
10;arms_factory;2506.00;9.90;1012.00;2.55;0
10;industrial_complex;2519.00;10.00;1011.00;5.22;0
10;industrial_complex;2521.00;9.90;1021.00;1.60;0
10;industrial_complex;2509.00;9.90;1014.00;4.27;0
10;industrial_complex;2518.00;10.00;1016.00;1.00;0
10;industrial_complex;2514.00;9.80;1024.00;3.66;0
10;industrial_complex;2512.00;9.80;1022.00;0.05;0
10;air_base;2520.00;10.00;1019.00;2.71;0
10;supply_node;2503.00;9.80;1017.00;5.52;0
10;supply_node;2523.00;9.95;1017.00;2.18;0
10;naval_base;2500.00;9.70;1023.00;-3.00;12132
10;naval_base;2518.00;9.80;1024.00;-3.42;12132
10;bunker;2521.00;10.00;1017.00;2.72;0
10;bunker;2500.00;9.80;1018.00;0.56;0
10;coastal_bunker;2513.00;9.75;1025.00;-3.42;0
10;coastal_bunker;2511.00;9.73;1025.00;-3.00;0
10;dockyard;2499.00;9.70;1023.00;-3.00;0
10;anti_air_building;2522.00;10.00;1014.00;5.28;0
10;anti_air_building;2500.00;9.82;1017.00;0.21;0
10;anti_air_building;2512.00;9.80;1021.00;3.23;0
10;synthetic_refinery;2519.00;10.00;1018.00;1.07;0
10;fuel_silo;2495.00;9.73;1019.00;3.73;0
10;radar_station;2514.00;9.88;1017.00;0.89;0
10;rocket_site;2512.00;9.90;1015.00;1.67;0
10;nuclear_reactor;2512.00;9.80;1020.00;5.80;0
10;floating_harbor;2501.01;9.50;1030.93;0.14;6878
10;floating_harbor;2526.92;9.50;1030.73;-0.28;10268
14;arms_factory;2525.00;9.75;991.00;1.00;0
14;arms_factory;2562.00;10.80;976.00;3.66;0
14;arms_factory;2503.00;9.80;1000.00;0.05;0
14;arms_factory;2528.00;9.80;991.00;2.71;0
14;arms_factory;2534.00;10.50;979.00;5.73;0
14;arms_factory;2512.00;9.80;993.00;2.11;0
14;industrial_complex;2524.00;10.05;984.00;4.78;0
14;industrial_complex;2541.00;10.75;971.00;2.61;0
